"id","annual_earnings","education","age","religion","sex","residence"
15902,105966,8,52,"Hindu","Male","Rural"
15903,2565,4,40,"Hindu","Female","Rural"
15904,2861,0,36,"Hindu","Female","Rural"
15905,15246,0,40,"Hindu","Male","Rural"
15906,1183,6,19,"Hindu","Male","Rural"
15907,52518,5,35,"Hindu","Male","Urban"
15908,14818,0,37,"Hindu","Male","Rural"
15909,31487,0,60,"Hindu","Male","Rural"
15910,64205,11,47,"Jain","Male","Rural"
15911,1107,2,51,"Hindu","Female","Rural"
15912,14807,3,52,"Hindu","Female","Rural"
15913,61855,12,50,"Hindu","Male","Rural"
15914,16214,9,29,"Hindu","Male","Rural"
15915,135964,11,43,"Hindu","Male","Urban"
15916,5721,4,40,"Hindu","Female","Urban"
15917,16903,8,27,"Hindu","Male","Urban"
15918,13879,0,34,"Hindu","Female","Rural"
15919,8236,0,50,"Muslim","Male","Rural"
15920,8064,10,35,"Sikh","Male","Rural"
15921,15918,0,43,"Hindu","Male","Rural"
15922,6186,0,37,"Hindu","Female","Rural"
15923,18695,3,34,"Hindu","Female","Urban"
15924,13811,0,41,"Hindu","Male","Rural"
15925,74959,10,59,"Hindu","Male","Urban"
15926,264620,9,45,"Hindu","Male","Urban"
15927,35648,1,41,"Hindu","Male","Urban"
15928,46382,11,45,"Hindu","Female","Rural"
15929,148234,0,26,"Hindu","Male","Urban"
15930,27033,12,28,"Buddhist","Male","Rural"
15931,109992,2,54,"Hindu","Male","Urban"
15932,47065,10,38,"Hindu","Male","Urban"
15933,8349,0,34,"Muslim","Male","Rural"
15934,74243,6,52,"Sikh","Male","Urban"
15935,3851,0,49,"Hindu","Male","Rural"
15936,69242,0,22,"Hindu","Male","Rural"
15937,6765,6,30,"Hindu","Female","Rural"
15938,12274,13,19,"Hindu","Male","Rural"
15939,9531,0,36,"Hindu","Male","Rural"
15940,77143,15,21,"Muslim","Male","Urban"
15941,55100,15,23,"Muslim","Male","Urban"
15942,19617,8,30,"Hindu","Female","Rural"
15943,41572,8,18,"Hindu","Male","Urban"
15944,20791,15,40,"Christian","Male","Urban"
15945,18746,0,30,"Hindu","Male","Rural"
15946,16984,5,18,"Muslim","Male","Rural"
15947,62300,15,31,"Hindu","Female","Urban"
15948,241040,14,20,"Hindu","Male","Rural"
15949,19328,9,39,"Hindu","Male","Rural"
15950,89516,15,48,"Hindu","Male","Urban"
15951,109960,7,65,"Hindu","Male","Rural"
15952,120572,13,55,"Hindu","Female","Rural"
15953,35410,1,40,"Hindu","Female","Rural"
15954,51100,5,29,"Hindu","Male","Rural"
15955,45089,0,36,"Hindu","Male","Rural"
15956,13492,4,54,"Hindu","Male","Rural"
15957,11207,0,36,"Hindu","Male","Rural"
15958,10236,4,32,"Hindu","Female","Urban"
15959,10705,5,33,"Hindu","Male","Urban"
15960,28252,0,36,"Muslim","Male","Rural"
15961,11469,0,31,"Hindu","Female","Rural"
15962,15214,4,52,"Hindu","Female","Rural"
15963,26248,1,42,"Hindu","Male","Rural"
15964,68323,7,55,"Christian","Male","Rural"
15965,18715,8,60,"Muslim","Female","Urban"
15966,3754,10,25,"Hindu","Female","Rural"
15967,9265,3,33,"Hindu","Male","Rural"
15968,12104,7,34,"Hindu","Female","Rural"
15969,25102,3,47,"Hindu","Male","Rural"
15970,15185,3,48,"Hindu","Female","Rural"
15971,14638,7,28,"Hindu","Female","Urban"
15972,15772,6,31,"Hindu","Male","Rural"
15973,12311,0,40,"Hindu","Female","Rural"
15974,112751,3,44,"Hindu","Male","Urban"
15975,99648,0,42,"Hindu","Male","Urban"
15976,115606,7,19,"Hindu","Female","Urban"
15977,14824,11,56,"Hindu","Female","Urban"
15978,12148,9,44,"Christian","Female","Rural"
15979,147296,15,55,"Hindu","Female","Rural"
15980,30856,1,49,"Hindu","Male","Rural"
15981,12880,12,26,"Muslim","Female","Rural"
15982,1828,7,33,"Hindu","Female","Rural"
15983,20839,15,43,"Hindu","Male","Rural"
15984,26051,0,49,"Hindu","Male","Urban"
15985,31290,2,53,"Buddhist","Female","Urban"
15986,36556,15,61,"Hindu","Male","Rural"
15987,21049,0,33,"Hindu","Male","Rural"
15988,63312,14,51,"Hindu","Male","Rural"
15989,66730,11,18,"Muslim","Male","Urban"
15990,52738,15,54,"Buddhist","Male","Rural"
15991,145999,4,38,"Hindu","Male","Rural"
15992,3968,2,45,"Hindu","Female","Rural"
15993,16555,10,47,"Hindu","Female","Rural"
15994,20618,0,18,"Hindu","Male","Rural"
15995,100056,15,53,"Hindu","Male","Rural"
15996,3782,1,32,"Hindu","Female","Rural"
15997,10006,6,54,"Hindu","Female","Rural"
15998,4037,0,36,"Hindu","Male","Rural"
15999,32807,5,49,"Muslim","Male","Rural"
16000,50702,0,54,"Hindu","Male","Urban"
16001,11463,0,43,"Hindu","Female","Rural"
16002,7244,8,32,"Hindu","Female","Rural"
16003,6375,5,29,"Hindu","Male","Rural"
16004,17029,4,57,"Hindu","Male","Rural"
16005,19917,15,21,"Hindu","Male","Rural"
16006,111080,0,34,"Hindu","Male","Urban"
16007,101160,15,32,"Muslim","Female","Urban"
16008,21236,4,32,"Hindu","Male","Rural"
16009,6959,3,55,"Hindu","Male","Rural"
16010,134657,15,61,"Hindu","Female","Urban"
16011,10140,13,30,"Muslim","Female","Rural"
16012,52757,7,50,"Hindu","Male","Urban"
16013,24466,0,22,"Hindu","Male","Rural"
16014,113978,14,30,"Hindu","Male","Rural"
16015,1325,0,19,"Hindu","Female","Rural"
16016,46057,15,43,"Hindu","Male","Rural"
16017,32866,11,50,"Hindu","Male","Rural"
16018,88912,2,39,"Hindu","Male","Rural"
16019,106309,15,31,"Muslim","Male","Rural"
16020,153448,6,41,"Muslim","Female","Rural"
16021,650,0,38,"Hindu","Female","Rural"
16022,43664,0,46,"Hindu","Male","Rural"
16023,25614,0,23,"Hindu","Male","Rural"
16024,169944,0,38,"Hindu","Male","Urban"
16025,85847,4,55,"Muslim","Male","Urban"
16026,118475,6,51,"Hindu","Male","Urban"
16027,12949,1,21,"Muslim","Male","Rural"
16028,19924,0,65,"Hindu","Female","Rural"
16029,39815,13,46,"Hindu","Male","Urban"
16030,42052,2,40,"Hindu","Male","Rural"
16031,5316,0,40,"Hindu","Male","Rural"
16032,106909,0,31,"Sikh","Male","Rural"
16033,38665,0,39,"Hindu","Male","Urban"
16034,13994,6,28,"Hindu","Male","Rural"
16035,18876,8,41,"Hindu","Male","Rural"
16036,59317,0,54,"Muslim","Male","Urban"
16037,41130,6,43,"Hindu","Male","Rural"
16038,149759,7,54,"Hindu","Male","Rural"
16039,102113,14,65,"Hindu","Male","Rural"
16040,26148,9,53,"Hindu","Male","Rural"
16041,113491,1,33,"Hindu","Male","Rural"
16042,55515,4,31,"Hindu","Male","Rural"
16043,18597,0,22,"Hindu","Male","Rural"
16044,57966,14,41,"Christian","Male","Urban"
16045,14654,1,22,"Hindu","Male","Urban"
16046,1607,0,54,"Hindu","Male","Rural"
16047,15357,13,33,"Christian","Female","Rural"
16048,257696,6,44,"Hindu","Male","Rural"
16049,17457,5,60,"Hindu","Female","Rural"
16050,52732,11,45,"Hindu","Male","Rural"
16051,40212,5,40,"Hindu","Male","Rural"
16052,134853,0,33,"Hindu","Female","Urban"
16053,12177,7,20,"Hindu","Male","Rural"
16054,11425,8,29,"Muslim","Female","Rural"
16055,338031,3,43,"Sikh","Male","Rural"
16056,1790,6,49,"Hindu","Female","Rural"
16057,85597,0,24,"Hindu","Male","Rural"
16058,8812,6,62,"Hindu","Male","Rural"
16059,24682,0,23,"Hindu","Male","Rural"
16060,676,0,18,"Hindu","Female","Rural"
16061,13903,0,32,"Muslim","Female","Rural"
16062,12767,0,32,"Hindu","Female","Rural"
16063,21194,15,39,"Hindu","Male","Rural"
16064,154424,15,18,"Hindu","Male","Urban"
16065,2327,0,45,"Hindu","Female","Rural"
16066,300008,15,54,"Muslim","Male","Urban"
16067,11744,2,24,"Hindu","Male","Urban"
16068,52155,0,18,"Muslim","Male","Rural"
16069,40323,13,64,"Hindu","Male","Rural"
16070,26642,9,50,"Hindu","Male","Urban"
16071,44720,15,38,"Hindu","Male","Rural"
16072,73848,6,34,"Hindu","Male","Urban"
16073,8855,4,29,"Sikh","Female","Rural"
16074,5722,0,54,"Hindu","Female","Rural"
16075,210095,15,46,"Christian","Male","Urban"
16076,8635,1,18,"Hindu","Male","Urban"
16077,92554,15,45,"Hindu","Male","Rural"
16078,521405,15,44,"Hindu","Male","Rural"
16079,80149,6,29,"Hindu","Male","Urban"
16080,15404,6,47,"Hindu","Male","Urban"
16081,71980,4,48,"Hindu","Male","Rural"
16082,17192,2,18,"Hindu","Male","Urban"
16083,157815,11,27,"Hindu","Male","Urban"
16084,220978,7,45,"Muslim","Male","Urban"
16085,3725,0,30,"Hindu","Female","Rural"
16086,8890,2,59,"Muslim","Female","Rural"
16087,13679,14,39,"Hindu","Male","Rural"
16088,91763,8,50,"Hindu","Female","Urban"
16089,22817,12,36,"Hindu","Male","Urban"
16090,8093,4,24,"Hindu","Male","Rural"
16091,26992,0,47,"Hindu","Female","Rural"
16092,60231,14,31,"Muslim","Male","Rural"
16093,8532,0,20,"Hindu","Female","Rural"
16094,13178,0,44,"Hindu","Female","Rural"
16095,15478,9,37,"Hindu","Male","Urban"
16096,10739,1,51,"Hindu","Male","Rural"
16097,28785,12,41,"Hindu","Male","Rural"
16098,45682,15,40,"Hindu","Female","Urban"
16099,23636,11,35,"Hindu","Male","Rural"
16100,96072,4,51,"Hindu","Female","Rural"
16101,26135,7,47,"Hindu","Male","Rural"
16102,74175,10,35,"Hindu","Male","Rural"
16103,11064,0,36,"Muslim","Male","Rural"
16104,4112,6,29,"Hindu","Male","Rural"
16105,2305,7,48,"Hindu","Female","Rural"
16106,84771,13,35,"Hindu","Male","Rural"
16107,26809,2,27,"Hindu","Male","Rural"
16108,49639,4,35,"Hindu","Male","Urban"
16109,64360,4,57,"Hindu","Male","Rural"
16110,10859,8,60,"Muslim","Female","Rural"
16111,6174,0,46,"Hindu","Male","Rural"
16112,12303,6,31,"Hindu","Male","Rural"
16113,490443,6,45,"Hindu","Male","Urban"
16114,10261,1,35,"Hindu","Male","Rural"
16115,22501,12,59,"Hindu","Male","Rural"
16116,18317,0,47,"Hindu","Male","Rural"
16117,19116,3,24,"Muslim","Male","Rural"
16118,2690,0,56,"Hindu","Female","Urban"
16119,3682,2,34,"Hindu","Female","Rural"
16120,2649,1,33,"Hindu","Male","Rural"
16121,17133,0,47,"Hindu","Male","Rural"
16122,15418,0,36,"Hindu","Male","Rural"
16123,34616,1,20,"Hindu","Male","Rural"
16124,49720,15,35,"Hindu","Female","Rural"
16125,140286,5,44,"Hindu","Male","Urban"
16126,55997,11,21,"Hindu","Male","Rural"
16127,50994,15,18,"Hindu","Male","Urban"
16128,18498,15,32,"Hindu","Male","Urban"
16129,1845,0,49,"Hindu","Female","Rural"
16130,3466,3,18,"Hindu","Female","Rural"
16131,31611,0,42,"Hindu","Male","Rural"
16132,12960,0,34,"Hindu","Male","Urban"
16133,11658,0,18,"Hindu","Male","Rural"
16134,15045,0,27,"Hindu","Female","Rural"
16135,1996,0,42,"Muslim","Female","Rural"
16136,80176,8,39,"Hindu","Female","Urban"
16137,9488,0,38,"Hindu","Male","Rural"
16138,23658,4,50,"Hindu","Male","Rural"
16139,19825,15,31,"Hindu","Female","Urban"
16140,86193,15,23,"Hindu","Male","Urban"
16141,24059,8,57,"Sikh","Female","Rural"
16142,11064,15,58,"Hindu","Female","Urban"
16143,28298,11,54,"Hindu","Female","Rural"
16144,29217,12,50,"Hindu","Female","Urban"
16145,8501,1,46,"Hindu","Male","Rural"
16146,65951,5,48,"Muslim","Female","Urban"
16147,20837,0,41,"Hindu","Female","Rural"
16148,15514,0,30,"Hindu","Male","Urban"
16149,46910,1,45,"Hindu","Male","Urban"
16150,63094,11,51,"Christian","Male","Rural"
16151,1405,0,50,"Hindu","Male","Rural"
16152,3743,0,34,"Hindu","Female","Rural"
16153,14306,9,18,"Hindu","Male","Rural"
16154,40783,5,34,"Hindu","Male","Rural"
16155,111918,13,53,"Hindu","Male","Rural"
16156,13334,14,18,"Muslim","Female","Rural"
16157,208326,15,41,"Hindu","Female","Urban"
16158,11908,3,49,"Hindu","Male","Rural"
16159,173102,9,42,"Hindu","Male","Rural"
16160,4860,10,49,"Hindu","Male","Rural"
16161,62677,10,43,"Hindu","Male","Urban"
16162,6719,0,38,"Hindu","Female","Rural"
16163,11873,8,38,"Hindu","Female","Rural"
16164,91614,2,55,"Hindu","Male","Rural"
16165,18812,8,28,"Hindu","Female","Rural"
16166,15138,6,51,"Hindu","Female","Rural"
16167,6608,0,46,"Hindu","Male","Rural"
16168,4017,2,35,"Hindu","Female","Rural"
16169,2176,0,24,"Hindu","Female","Rural"
16170,4469,0,18,"Muslim","Female","Rural"
16171,8663,0,47,"Christian","Male","Rural"
16172,21009,7,33,"Hindu","Male","Rural"
16173,57302,1,53,"Hindu","Male","Rural"
16174,11735,9,22,"Hindu","Female","Rural"
16175,2897,1,43,"Hindu","Female","Rural"
16176,7715,0,50,"Muslim","Female","Rural"
16177,30850,0,24,"Hindu","Male","Rural"
16178,29932,3,25,"Hindu","Male","Urban"
16179,12294,7,48,"Muslim","Female","Rural"
16180,9038,0,42,"Hindu","Male","Rural"
16181,4751,8,42,"Hindu","Female","Rural"
16182,23972,5,34,"Muslim","Male","Rural"
16183,8585,1,18,"Hindu","Male","Rural"
16184,22348,6,57,"Hindu","Male","Urban"
16185,11104,3,36,"Muslim","Male","Urban"
16186,28111,3,25,"Hindu","Male","Rural"
16187,183243,13,30,"Hindu","Male","Urban"
16188,49017,15,25,"Hindu","Male","Rural"
16189,3911,6,35,"Hindu","Male","Rural"
16190,10041,1,48,"Muslim","Male","Rural"
16191,5148,0,47,"Hindu","Male","Rural"
16192,73875,4,24,"Hindu","Male","Urban"
16193,78151,4,52,"Hindu","Male","Rural"
16194,46053,4,45,"Hindu","Male","Urban"
16195,6498,3,32,"Hindu","Female","Rural"
16196,49970,12,21,"Muslim","Male","Urban"
16197,5779,4,30,"Hindu","Female","Rural"
16198,56424,15,57,"Hindu","Male","Rural"
16199,6056,0,37,"Hindu","Female","Rural"
16200,13522,10,39,"Sikh","Male","Rural"
16201,35735,8,25,"Hindu","Male","Urban"
16202,4952,3,47,"Hindu","Female","Rural"
16203,96715,15,24,"Hindu","Female","Urban"
16204,6045,0,33,"Muslim","Female","Rural"
16205,8313,4,50,"Hindu","Female","Rural"
16206,3680,0,43,"Muslim","Female","Rural"
16207,4031,0,22,"Hindu","Female","Rural"
16208,86752,2,33,"Hindu","Male","Urban"
16209,67221,6,18,"Muslim","Male","Urban"
16210,4012,1,35,"Hindu","Male","Rural"
16211,3390,0,43,"Hindu","Male","Rural"
16212,3291,0,49,"Hindu","Female","Rural"
16213,31681,6,32,"Hindu","Female","Rural"
16214,67613,0,57,"Hindu","Male","Rural"
16215,3685,1,20,"Hindu","Male","Rural"
16216,28738,3,39,"Muslim","Male","Rural"
16217,4067,12,42,"Hindu","Male","Rural"
16218,346105,5,31,"Muslim","Male","Urban"
16219,11292,0,57,"Hindu","Male","Rural"
16220,39493,10,39,"Hindu","Male","Rural"
16221,20101,4,18,"Hindu","Female","Rural"
16222,49289,11,41,"Hindu","Male","Urban"
16223,106218,5,54,"Muslim","Male","Rural"
16224,16572,0,39,"Hindu","Female","Rural"
16225,6568,4,18,"Hindu","Female","Rural"
16226,5442,6,18,"Hindu","Male","Urban"
16227,37372,9,61,"Hindu","Male","Urban"
16228,28656,3,38,"Hindu","Male","Rural"
16229,23194,11,46,"Hindu","Male","Rural"
16230,181717,13,43,"Hindu","Male","Rural"
16231,11125,0,58,"Hindu","Female","Rural"
16232,6351,0,46,"Hindu","Male","Rural"
16233,14414,11,38,"Hindu","Male","Rural"
16234,48060,0,18,"Hindu","Male","Rural"
16235,27659,2,18,"Hindu","Male","Rural"
16236,40748,7,43,"Hindu","Male","Rural"
16237,12480,0,47,"Hindu","Male","Urban"
16238,47074,6,52,"Hindu","Male","Rural"
16239,1571,0,18,"Hindu","Female","Rural"
16240,27715,6,48,"Hindu","Male","Urban"
16241,10245,5,47,"Hindu","Female","Rural"
16242,5834,10,39,"Muslim","Female","Rural"
16243,15774,9,18,"Hindu","Female","Urban"
16244,7261,0,37,"Sikh","Male","Rural"
16245,84373,15,46,"Hindu","Male","Urban"
16246,8505,0,18,"Hindu","Male","Rural"
16247,4943,2,41,"Hindu","Male","Rural"
16248,26135,11,34,"Hindu","Male","Rural"
16249,37308,7,34,"Muslim","Male","Urban"
16250,22572,0,18,"Hindu","Male","Rural"
16251,101803,6,42,"Buddhist","Male","Urban"
16252,37899,1,48,"Hindu","Female","Rural"
16253,7492,5,29,"Hindu","Male","Rural"
16254,8225,0,38,"Hindu","Female","Rural"
16255,5927,4,47,"Hindu","Male","Urban"
16256,4111,0,20,"Hindu","Female","Rural"
16257,101377,15,28,"Muslim","Male","Rural"
16258,135800,4,38,"Hindu","Male","Rural"
16259,10884,9,51,"Hindu","Male","Rural"
16260,7292,7,45,"Hindu","Male","Rural"
16261,8108,14,63,"Hindu","Female","Rural"
16262,29430,2,39,"Muslim","Male","Urban"
16263,151291,10,45,"Muslim","Male","Rural"
16264,24539,10,32,"Hindu","Male","Rural"
16265,208639,0,64,"Hindu","Male","Rural"
16266,16124,3,47,"Hindu","Male","Rural"
16267,5576,0,39,"Muslim","Female","Rural"
16268,2455,10,40,"Hindu","Female","Rural"
16269,33005,6,47,"Hindu","Male","Rural"
16270,3147,0,18,"Hindu","Male","Rural"
16271,163630,12,30,"Hindu","Male","Rural"
16272,26385,4,58,"Hindu","Male","Rural"
16273,16381,2,55,"Hindu","Male","Rural"
16274,26177,6,64,"Hindu","Male","Rural"
16275,137999,8,47,"Christian","Male","Rural"
16276,17482,12,20,"Hindu","Female","Rural"
16277,21988,5,34,"Muslim","Male","Rural"
16278,83558,7,49,"Hindu","Male","Rural"
16279,47362,12,62,"Sikh","Male","Urban"
16280,12327,6,36,"Hindu","Male","Rural"
16281,35924,3,40,"Hindu","Female","Urban"
16282,6284,15,45,"Hindu","Male","Urban"
16283,4445,5,50,"Hindu","Male","Rural"
16284,6113,0,54,"Hindu","Male","Rural"
16285,4528,0,22,"Muslim","Female","Rural"
16286,9207,2,46,"Muslim","Male","Rural"
16287,17643,2,42,"Hindu","Female","Rural"
16288,6399,4,18,"Christian","Male","Rural"
16289,3607,4,21,"Hindu","Female","Rural"
16290,23175,0,24,"Hindu","Male","Rural"
16291,20846,15,42,"Hindu","Male","Rural"
16292,8391,9,21,"Hindu","Male","Urban"
16293,12298,4,27,"Hindu","Male","Rural"
16294,126622,14,31,"Hindu","Male","Rural"
16295,44600,0,49,"Muslim","Female","Rural"
16296,6813,1,58,"Hindu","Female","Rural"
16297,10928,0,31,"Hindu","Male","Rural"
16298,163553,15,55,"Muslim","Male","Urban"
16299,20047,0,29,"Muslim","Female","Rural"
16300,165973,11,49,"Hindu","Male","Urban"
16301,87187,8,19,"Sikh","Female","Rural"
16302,37358,12,42,"Hindu","Male","Rural"
16303,31649,8,24,"Hindu","Female","Rural"
16304,20435,11,31,"Hindu","Female","Rural"
16305,27563,4,47,"Hindu","Male","Rural"
16306,152119,0,37,"Hindu","Male","Urban"
16307,15376,0,18,"Hindu","Male","Urban"
16308,10842,0,35,"Hindu","Male","Rural"
16309,86183,13,43,"Hindu","Male","Rural"
16310,2182,0,27,"Hindu","Female","Rural"
16311,32322,10,26,"Hindu","Female","Rural"
16312,27351,10,31,"Hindu","Male","Urban"
16313,213747,14,60,"Hindu","Male","Urban"
16314,47254,7,26,"Hindu","Male","Urban"
16315,29883,8,44,"Hindu","Male","Rural"
16316,72234,0,24,"Hindu","Male","Urban"
16317,5630,0,26,"Hindu","Male","Rural"
16318,4764,1,39,"Muslim","Female","Rural"
16319,28426,10,38,"Hindu","Male","Rural"
16320,8730,10,26,"Hindu","Female","Rural"
16321,46877,13,52,"Hindu","Male","Rural"
16322,2591,6,18,"Muslim","Female","Rural"
16323,408147,12,51,"Christian","Male","Urban"
16324,48896,10,51,"Hindu","Male","Rural"
16325,23144,0,41,"Hindu","Male","Rural"
16326,35318,6,23,"Hindu","Male","Urban"
16327,9674,2,27,"Muslim","Male","Rural"
16328,3619,5,35,"Hindu","Male","Rural"
16329,165602,8,39,"Christian","Male","Rural"
16330,7803,0,39,"Muslim","Male","Rural"
16331,29423,7,53,"Hindu","Male","Urban"
16332,15257,14,43,"Hindu","Male","Rural"
16333,2119,0,25,"Hindu","Female","Rural"
16334,69187,8,35,"Hindu","Male","Urban"
16335,63261,4,55,"Hindu","Male","Urban"
16336,9346,0,50,"Hindu","Male","Rural"
16337,135786,15,52,"Hindu","Male","Urban"
16338,39429,13,48,"Muslim","Female","Urban"
16339,91329,1,46,"Muslim","Male","Urban"
16340,119969,8,30,"Hindu","Male","Rural"
16341,11008,2,40,"Hindu","Male","Rural"
16342,12062,0,61,"Hindu","Female","Rural"
16343,19368,0,30,"Hindu","Male","Rural"
16344,200179,12,27,"Hindu","Male","Urban"
16345,15839,7,36,"Hindu","Female","Rural"
16346,15833,0,38,"Hindu","Male","Rural"
16347,25967,2,37,"Christian","Female","Urban"
16348,18524,0,31,"Hindu","Male","Rural"
16349,16787,0,34,"Hindu","Male","Rural"
16350,5947,6,42,"Hindu","Female","Rural"
16351,35122,4,61,"Hindu","Female","Rural"
16352,53939,5,32,"Hindu","Male","Rural"
16353,227229,0,50,"Hindu","Female","Rural"
16354,49969,14,38,"Hindu","Male","Rural"
16355,12663,6,58,"Hindu","Female","Urban"
16356,369716,7,44,"Hindu","Male","Urban"
16357,37457,0,24,"Hindu","Male","Rural"
16358,10740,4,47,"Muslim","Female","Urban"
16359,35166,2,30,"Hindu","Male","Rural"
16360,21111,0,37,"Hindu","Male","Rural"
16361,82254,9,49,"Hindu","Male","Urban"
16362,62391,8,59,"Hindu","Male","Rural"
16363,24392,5,21,"Christian","Male","Rural"
16364,74049,0,40,"Christian","Male","Rural"
16365,227646,7,50,"Hindu","Male","Urban"
16366,64868,15,39,"Hindu","Male","Rural"
16367,30377,9,28,"Christian","Female","Urban"
16368,54818,10,23,"Hindu","Male","Rural"
16369,1273,0,24,"Hindu","Male","Rural"
16370,18555,0,47,"Hindu","Male","Rural"
16371,25677,15,42,"Hindu","Female","Urban"
16372,42688,12,42,"Hindu","Female","Rural"
16373,18376,1,32,"Hindu","Male","Urban"
16374,14420,3,52,"Hindu","Male","Rural"
16375,188280,8,27,"Muslim","Male","Rural"
16376,19813,6,46,"Hindu","Male","Rural"
16377,66263,9,39,"Hindu","Male","Rural"
16378,39276,13,30,"Hindu","Male","Rural"
16379,14914,1,25,"Hindu","Male","Urban"
16380,80672,12,47,"Hindu","Female","Urban"
16381,50192,7,18,"Muslim","Male","Rural"
16382,8719,0,41,"Hindu","Male","Rural"
16383,19092,0,39,"Muslim","Male","Rural"
16384,12011,9,41,"Hindu","Male","Rural"
16385,122779,12,47,"Hindu","Male","Urban"
16386,98322,8,49,"Hindu","Male","Rural"
16387,8068,7,45,"Hindu","Male","Rural"
16388,77064,10,59,"Hindu","Female","Rural"
16389,34021,9,37,"Hindu","Male","Rural"
16390,34310,0,31,"Hindu","Male","Urban"
16391,111634,13,42,"Sikh","Female","Rural"
16392,46107,5,53,"Hindu","Male","Rural"
16393,14526,0,38,"Hindu","Male","Rural"
16394,19564,6,41,"Hindu","Male","Rural"
16395,91664,6,34,"Christian","Male","Urban"
16396,22300,10,34,"Hindu","Female","Rural"
16397,82073,15,32,"Hindu","Male","Rural"
16398,1129,0,29,"Hindu","Male","Rural"
16399,4002,8,20,"Hindu","Male","Rural"
16400,44378,15,45,"Hindu","Male","Urban"
16401,41394,15,32,"Hindu","Male","Rural"
16402,17710,0,48,"Muslim","Male","Rural"
16403,7146,0,26,"Hindu","Male","Rural"
16404,13777,0,47,"Hindu","Male","Rural"
16405,3965,3,35,"Hindu","Female","Rural"
16406,39206,14,44,"Hindu","Male","Rural"
16407,66437,2,25,"Muslim","Male","Rural"
16408,6672,0,37,"Hindu","Male","Rural"
16409,5303,8,34,"Hindu","Female","Rural"
16410,258909,14,48,"Hindu","Male","Urban"
16411,400807,5,31,"Hindu","Male","Urban"
16412,109732,9,27,"Hindu","Male","Rural"
16413,74334,10,34,"Hindu","Male","Rural"
16414,10432,0,40,"Muslim","Male","Rural"
16415,32752,9,38,"Muslim","Male","Urban"
